ctd-u1,ctd-u2,ctd-u3,cst-u1,cst-u2,cst-u3,fct-u1,fct-u2,fct-u3,ftf-u1,ftf-u2,ftf-u3,energy
3.197923827817288,2.053756557879108,0.3278041119657398,3.36218875827985,3.197127721816542,-0.49675444243575206,5.673245224804817,9.384282500842232,-0.6888531574661915,5.064843983050167,8.695727775145022,-0.24289375045618458,-925.254688299
2.645990904169348,0.6204866037326221,-0.5354785752359359,2.7821841386795243,1.755233990830082,-0.9279152497361534,4.1800963079459095,3.942679495648829,-1.210352268001801,3.6191399161471125,3.5297641642790536,-0.6779571672922207,-925.274154784
3.542624402154762,1.9134428257872582,0.5750702362099683,3.6597075720254093,3.1186369558920135,-1.0277325588008213,6.564596045975746,12.050822811655129,-0.9158564062595275,4.584368860252858,9.15729850487662,0.30033305437784846,-925.168848961
2.383727209718744,0.6281250209426524,-0.6834168999200404,2.526886560485157,1.3071432434347054,-1.2850089339994915,3.6488230909520745,3.060445993656946,-1.1603730797378145,3.5191289466088875,3.1949519934457675,-0.7727607741503825,-925.449594074
3.101968930379985,1.555438675637539,0.03875542452130212,3.314306205241103,2.7397044469892218,-0.8133676039308019,5.157008585113385,9.266998151834681,-0.37933291576687195,4.53851186086617,8.071246474140676,0.015896931080850496,-925.222121494
3.0931641853473106,0.6997295852890766,-0.6235101149567194,3.239359714560093,2.806810294348886,-0.5583376475247962,4.689339529479023,5.5560845184409535,-1.0222876289992509,4.206200446190793,4.993159916678292,-0.7683816025569917,-925.211187848
2.9955578902808635,1.5351290422313943,-0.7142780641754484,2.9678325516577986,2.0339811993278403,-0.9224979297229845,5.11958505119361,7.695791107219336,-0.6669146018077502,4.501391135995315,6.4156306538426255,-0.3253796966275246,-925.095576524
2.671532772424851,0.7220307852166128,-1.3560145089130415,2.664060451738744,1.4670562345310703,-1.2250243676567434,4.230370203490764,4.263332222925867,-1.00687241862036,3.695473543495732,3.9432825115045356,-0.3705454457158661,-925.212677493
3.0269698532238833,1.4282023590332167,-0.9470886155795826,3.0141840573681526,1.9645002839084686,-1.1849296309839563,4.801902201221166,8.05916120946666,-0.38199876419839063,4.459562693981752,6.990920705564245,-0.10770342232472692,-925.140558667
3.2418445998434544,1.4734428759473435,-0.1609395296626932,3.3311670100626443,2.7894678533006316,-0.7858194155997974,5.34345677248185,8.318662551389545,-0.6191371013595931,4.783641621640554,9.75258758447157,-0.10146337821736415,-925.043242047
3.145485235244542,2.0122655543668846,-0.578688879245848,3.0802595451570607,2.7825666014489343,-0.3522908102248872,5.2482275486202115,8.399050051532432,-0.5704132831526255,4.540110422804377,9.294493182954353,0.21648394682226357,-925.161094631
2.7837725266438205,1.3904748341990734,-0.6083766639553873,2.765941732354092,1.7682684301104818,-0.9322444149030511,4.771860361993039,6.588250753738336,-0.5601804528200232,4.369253098701566,5.903047877496443,-0.28968431937147804,-925.112182771
2.3424061177021076,0.5282521722300959,-0.5360816286907183,2.5414368824158973,1.3115279973296148,-1.319429395333417,3.6734000266183413,3.3405715314038553,-0.9177490417456529,3.3653658736006853,2.7633325234830255,-0.867548105014624,-925.456981931
2.5080585372224102,0.8052657095877536,-0.11624837970833235,2.6314549389616193,1.5760824563317144,-0.7972220327299026,4.0761313641893,4.59211594563889,-0.6805942950713274,3.748876284133136,4.0888157646615815,-0.3811726334271043,-925.422245035
3.0380063634307057,1.8271688818217284,0.8536749362949578,3.35171246611104,2.8489482097124035,-0.7395701427848396,5.718485649581876,9.958216932183035,-0.6192071925256789,4.857196410801488,9.154711840557297,0.019499265367168308,-925.14123497
3.539257320831795,2.48465168269882,-0.06954542547862604,3.665784778171421,4.1254882569472375,-0.3158664274889048,5.909009308840643,10.822738869950294,-0.5028480685184614,5.755333248076489,12.575738308527386,-0.2284294880919025,-925.187929584
3.212971298685504,1.7493144764301054,0.02796995431304679,3.363524298756168,3.316993600584376,-0.30349948990301395,5.374082162230485,7.30328217135813,-0.9416959956597103,5.041784527287156,7.892146941416939,-0.48215540419855557,-925.143482716
2.897706658607795,1.2343260486903755,0.3542165971906663,3.0771199113624936,2.616694041974264,-0.5160641384279026,4.959019155738146,7.162465221650135,-0.6465102327037179,4.170474803846104,5.130197777798344,-0.3290585875085086,-925.237066609
4.161596903946066,4.155896109361822,-0.3288605128549282,4.155292890092049,4.79722125737753,-0.7544690144356859,7.383550987644401,20.03987525274972,-0.40610166482876037,6.080792241928723,18.036589448489803,0.20499112747965828,-925.206544998
2.971013581679777,1.4118307740388285,-0.5326844970291533,2.9630665020332048,2.3750497461689544,-0.44816895644070875,4.898085708064463,7.039928393324877,-0.6255409263570293,4.2260088727331215,6.7416242500852075,-0.08156729034622158,-925.198035194
3.0371503015170713,1.7926658084089797,0.14824221859710535,3.20878761885754,3.1808510886323567,-0.23523152442374973,5.525858601305981,8.226425685424804,-0.8921297739618904,4.423510675664593,6.944546443053556,-0.08412632209163647,-925.156820186
3.13302403464546,1.694821316347902,-0.01612770895209621,3.2168537136706297,3.2456465867551207,-0.26097937544544125,5.393299132793855,7.902972413153776,-0.9418664208257325,4.6703950618898,6.248144475597276,-0.5980894390186345,-925.286380833
3.381079262163312,1.4554554281134693,0.0673619016632143,3.621995611607687,3.7811744688098945,-0.511250674677106,5.361281976732417,8.892936923005038,-0.43527239697444225,5.121251684994941,10.12066826039369,-0.23026571363786708,-925.16086866
3.158336961535878,2.4664789844486146,0.4808019974255593,3.261309909516778,3.4842472407627594,0.00959754612576721,5.853382810906664,12.094846350106451,-0.28246809132659445,5.230300966538623,11.849282844625595,0.10601559990520011,-925.229771234
3.565630207343648,3.0202580234958303,0.6811622744467499,3.804683424725527,4.016876268948243,-0.6845318079989225,6.929085961819958,15.651618922664252,-0.5433023912755361,4.944998362309374,12.897350531604559,0.47313737031728303,-925.210926697
3.461625889066059,2.282117789694614,0.4252468689621654,3.700345258512109,3.478185258780087,-0.7972646892346816,6.22926062036422,12.851973028836804,-0.46201662821792155,5.444707428330776,12.04927557899891,0.10438312010485612,-925.136302425
3.754877888393885,1.8533007077702786,-0.31840491272929367,3.75404317183226,4.476897628890383,-0.2098006858940223,6.28111426713881,10.659558092385465,-0.9450520397288651,4.891847244750054,10.17528003363692,0.03973211522740395,-925.149551096
2.852146110590549,0.6976520530200027,0.12569580665541089,3.0658088598156,2.141924551902339,-1.0015148100120925,4.472002251896033,6.130760038185353,-0.5154638446560688,4.283586687891256,5.970646980613942,-0.2803480581986953,-925.20897603
4.093951056901061,3.1637063960909573,-0.4005126241374323,4.121376553773652,5.4460912026017825,-0.3514416777724226,6.489146446915982,18.963715204548492,-0.06817892158493766,6.485267535791072,16.262161535164747,-0.16023474842336805,-925.100072969
